GrLivArea,SalePrice,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,Fence,MoSold,YrSold,SaleType,SaleCondition,TotalHouseSF,TotalBathroomCount,QualityOutdoorSF,YearAndRemodAvg,NonHouseSF,HighQualFinSF,HouseLotRatio,FrontageLotRatio,QualityOutdoorLotRatio
1111,116900,50,6,60.0,5700,1,1,3,3,0,4,0,18,2,2,0,0,7,7,1926,1950,1,0,13,14,2,0.0,3,3,2,4,4,2,1,0.0,1,0.0,572.0,572.0,1,3,1,3,572,539,0,0.0,0.0,1,0,2,1,3,5,6,1,5,5,1982.0,1,1.0,288.0,4,4,2,0,0,176,0,0,1,8,2008,9,4,1683.0,1.0,176,1938.0,-4017.0,1683.0,29.526315789473685,1.0526315789473684,3.0877192982456143
2622,325000,60,5,98.0,12256,1,1,0,3,0,0,0,16,2,2,0,5,8,5,1994,1995,1,0,6,6,1,362.0,4,3,2,6,4,4,3,1032.0,1,0.0,431.0,1463.0,1,5,1,3,1500,1122,0,1.0,0.0,2,1,3,1,4,9,6,2,4,1,1994.0,2,2.0,712.0,4,4,2,186,32,0,0,0,1,4,2010,9,4,4085.0,3.5,218,1994.5,-8171.0,4085.0,33.3306135770235,0.7996083550913838,1.7787206266318536
1770,155000,60,5,72.0,8640,1,1,3,3,0,4,0,13,1,2,0,5,5,5,1968,1968,1,0,6,6,1,300.0,3,3,1,5,3,3,2,361.0,3,483.0,56.0,900.0,1,5,1,3,884,886,0,1.0,0.0,1,1,4,1,3,7,6,0,1,1,1968.0,2,2.0,530.0,4,4,2,0,60,0,0,270,1,6,2006,9,4,2670.0,2.5,330,1968.0,-5970.0,2670.0,30.90277777777778,0.8333333333333334,3.8194444444444446
1456,144000,160,5,24.0,2179,1,1,3,3,0,4,0,14,2,2,3,5,6,5,1976,1976,1,0,9,2,2,0.0,3,3,1,5,4,2,2,70.0,1,0.0,785.0,855.0,1,4,1,3,855,601,0,0.0,0.0,2,1,3,1,3,6,6,1,4,1,1976.0,2,2.0,460.0,4,4,2,0,28,0,0,0,1,7,2006,9,4,2311.0,2.5,28,1976.0,132.0,2311.0,106.05782469022486,1.101422670949977,1.2849931161083066
1720,188000,60,5,63.0,8010,1,1,0,3,0,4,0,8,2,2,0,5,7,5,2002,2003,1,0,12,13,2,0.0,4,3,2,5,4,2,1,0.0,1,0.0,840.0,840.0,1,5,1,3,840,880,0,0.0,0.0,2,1,3,1,4,7,6,1,5,3,2002.0,3,2.0,400.0,4,4,2,138,48,0,0,0,1,7,2008,9,4,2560.0,2.5,186,2002.5,-5450.0,2560.0,31.960049937578027,0.7865168539325843,2.3220973782771535
1511,225000,80,5,70.0,11454,1,1,1,3,0,0,0,21,2,2,0,7,8,5,1995,1995,1,0,12,13,1,302.0,4,3,2,5,4,5,3,770.0,1,0.0,631.0,1401.0,1,5,1,3,1511,0,0,1.0,0.0,2,0,3,1,4,6,6,1,3,1,1995.0,3,3.0,811.0,4,4,2,168,42,0,0,0,1,2,2008,9,4,2912.0,3.0,210,1995.0,-8542.0,2912.0,25.42343286188231,0.6111402130260171,1.8334206390780514
1150,141000,20,5,70.0,7945,1,1,3,3,0,4,0,13,2,2,0,2,5,6,1959,1959,1,0,3,14,2,0.0,3,3,1,4,4,2,2,179.0,1,506.0,465.0,1150.0,1,5,1,0,1150,0,0,1.0,0.0,1,0,3,1,3,6,6,0,1,1,1959.0,2,1.0,300.0,4,4,2,0,0,0,0,0,1,5,2006,9,4,2300.0,2.0,0,1959.0,-5645.0,2300.0,28.9490245437382,0.881057268722467,0.0
1986,205000,60,5,85.0,13600,1,1,3,3,0,4,0,13,2,2,0,5,7,6,1965,1990,1,0,6,6,1,176.0,3,3,1,4,4,2,1,454.0,1,0.0,314.0,768.0,1,3,1,3,1186,800,0,0.0,0.0,2,1,3,1,3,7,6,3,3,1,1965.0,1,2.0,486.0,4,4,2,0,42,0,0,189,1,10,2009,9,4,2754.0,2.5,231,1977.5,-10846.0,2754.0,20.25,0.625,1.698529411764706
1347,107500,190,5,70.0,7000,1,1,3,3,0,4,0,7,2,2,1,5,5,7,1910,1991,1,0,8,8,2,0.0,3,3,1,5,4,5,3,969.0,1,0.0,148.0,1117.0,1,3,1,3,820,527,0,1.0,0.0,1,0,3,1,3,5,6,0,1,6,0.0,0,0.0,0.0,1,1,0,85,0,148,0,0,1,1,2008,9,4,2464.0,2.0,233,1950.5,-4536.0,2464.0,35.199999999999996,1.0,3.3285714285714287
1092,85500,160,6,21.0,1890,1,1,3,3,0,4,0,11,2,2,4,5,4,6,1972,1972,1,0,5,5,2,0.0,3,3,1,4,4,2,3,294.0,1,0.0,252.0,546.0,1,3,1,3,546,546,0,0.0,0.0,1,1,3,1,3,5,6,0,1,1,1972.0,1,1.0,286.0,4,4,2,0,0,64,0,0,1,6,2010,9,4,1638.0,1.5,64,1972.0,-252.0,1638.0,86.66666666666667,1.1111111111111112,3.3862433862433865
2978,242000,80,5,96.0,11275,1,1,3,3,0,0,0,13,4,2,0,7,7,7,1967,2007,4,5,13,14,1,300.0,4,4,1,5,4,2,1,0.0,1,0.0,710.0,710.0,1,5,1,3,1898,1080,0,0.0,0.0,2,1,5,1,4,11,6,1,5,3,1961.0,3,2.0,564.0,4,4,2,240,0,0,0,0,1,6,2010,9,4,3688.0,2.5,240,1987.0,-7587.0,3688.0,32.709534368070955,0.8514412416851441,2.12860310421286
848,149000,120,6,70.0,4438,1,1,3,3,0,4,0,5,2,2,4,2,6,5,2004,2004,1,0,12,13,1,205.0,4,3,2,5,4,4,3,662.0,1,0.0,186.0,848.0,1,5,1,3,848,0,0,1.0,0.0,1,0,1,1,4,3,6,1,5,1,2004.0,2,2.0,420.0,4,4,2,149,0,0,0,0,1,1,2008,9,4,1696.0,2.0,149,2004.0,-2742.0,1696.0,38.21541234790446,1.5772870662460567,3.357368183866607
1461,135000,70,5,53.0,7155,1,1,3,3,0,4,0,6,2,2,0,5,6,8,1926,1991,1,0,13,14,2,0.0,3,3,0,4,4,2,1,0.0,1,0.0,686.0,686.0,1,3,1,3,686,775,0,0.0,0.0,1,0,3,1,3,6,6,1,5,5,1926.0,1,1.0,225.0,4,4,0,0,0,116,0,0,4,7,2007,9,4,2147.0,1.0,116,1958.5,-5008.0,2147.0,30.006988120195665,0.7407407407407408,1.6212438853948286
1226,206000,120,5,40.0,3880,1,1,0,3,0,4,0,9,2,2,3,2,8,6,1978,1978,1,0,13,9,2,0.0,4,3,1,5,4,5,3,1052.0,1,0.0,174.0,1226.0,1,3,1,3,1226,0,0,1.0,0.0,1,0,1,1,4,4,6,1,4,1,1978.0,3,2.0,484.0,4,4,2,223,78,0,0,0,1,1,2010,9,4,2452.0,2.0,301,1978.0,-1428.0,2452.0,63.19587628865979,1.0309278350515463,7.757731958762887
876,85000,20,5,64.0,6410,1,1,3,1,0,4,1,7,2,2,0,2,4,5,1959,1959,1,0,0,0,2,0.0,3,3,1,4,4,2,2,332.0,3,243.0,301.0,876.0,1,3,1,0,876,0,0,0.0,0.0,1,0,3,1,3,5,6,0,1,5,1959.0,1,1.0,320.0,4,4,2,0,0,0,0,0,4,3,2009,9,4,1752.0,1.0,0,1959.0,-4658.0,1752.0,27.33229329173167,0.9984399375975039,0.0
1786,300000,20,5,70.0,14860,1,1,1,3,0,1,0,5,2,2,0,2,8,5,2002,2003,3,0,12,13,1,240.0,4,3,2,6,4,5,3,1538.0,1,0.0,240.0,1778.0,1,5,1,3,1786,0,0,1.0,0.0,2,0,3,1,4,6,6,1,5,1,2002.0,2,3.0,715.0,4,4,2,182,35,0,0,0,1,6,2008,9,4,3564.0,3.0,217,2002.5,-11296.0,3564.0,23.98384925975774,0.47106325706594887,1.4602960969044414
2799,315000,60,5,89.0,12585,1,1,0,3,0,4,0,16,2,2,0,5,8,5,1993,1993,1,0,6,7,1,420.0,4,3,2,5,4,2,2,247.0,3,1039.0,0.0,1286.0,1,5,1,3,1565,1234,0,1.0,0.0,2,1,3,1,4,8,6,1,4,1,1993.0,3,3.0,704.0,4,4,2,432,136,0,0,0,1,10,2006,9,4,4085.0,3.5,568,1993.0,-8500.0,4085.0,32.45927691696464,0.7071911005164879,4.513309495431068
2411,240050,60,5,80.0,8000,1,1,3,3,0,4,0,15,3,2,0,5,6,6,1970,1970,1,0,12,13,1,525.0,3,3,1,4,4,2,3,915.0,1,0.0,93.0,1008.0,1,3,1,3,1403,1008,0,1.0,0.0,2,1,4,1,3,8,6,1,2,1,1970.0,2,2.0,570.0,4,4,2,0,192,0,0,0,1,6,2007,9,4,3419.0,3.5,192,1970.0,-4581.0,3419.0,42.7375,1.0,2.4
1220,180000,120,5,43.0,3182,1,1,3,3,0,4,0,0,2,2,4,2,7,5,2005,2006,1,0,12,13,1,16.0,4,3,2,5,4,4,3,16.0,1,0.0,1204.0,1220.0,1,5,1,3,1220,0,0,0.0,0.0,2,0,2,1,4,5,6,1,5,1,2005.0,3,2.0,397.0,4,4,2,100,16,0,0,0,1,8,2009,9,4,2440.0,2.0,116,2005.5,-742.0,2440.0,76.68133249528599,1.3513513513513513,3.6455059710873665
1436,139000,50,5,60.0,10836,1,0,3,3,0,4,0,18,2,2,0,0,5,5,1922,1950,1,0,13,14,2,0.0,3,3,0,4,4,2,1,0.0,1,0.0,892.0,892.0,1,5,1,3,1254,182,0,0.0,1.0,1,0,3,1,3,7,6,1,5,5,1968.0,1,4.0,1488.0,3,4,0,0,0,100,0,0,3,6,2008,9,4,2328.0,1.5,100,1936.0,-8508.0,2328.0,21.483942414174972,0.5537098560354374,0.9228497600590625
1470,185000,60,5,63.0,9765,1,1,1,3,0,0,0,8,2,2,0,5,6,8,1993,1993,1,0,12,13,1,68.0,5,4,2,5,5,2,2,310.0,1,0.0,370.0,680.0,1,4,1,3,680,790,0,0.0,0.0,2,1,3,1,3,6,6,1,4,3,1993.0,3,2.0,420.0,4,4,2,232,63,0,0,0,1,4,2009,9,4,2150.0,2.5,295,1993.0,-7615.0,2150.0,22.01740911418331,0.6451612903225806,3.0209933435739886
1499,187000,60,5,65.0,12438,1,1,0,3,0,4,0,5,4,2,0,5,6,5,1995,1995,1,0,12,13,1,68.0,4,3,2,5,4,2,1,0.0,1,0.0,781.0,781.0,1,5,1,3,795,704,0,0.0,0.0,2,1,3,1,4,6,6,1,4,1,1995.0,2,2.0,473.0,4,4,2,413,91,0,0,0,1,8,2006,9,4,2280.0,2.5,504,1995.0,-10158.0,2280.0,18.330921369995178,0.5225920566007397,4.052098408104197
1850,326000,20,5,98.0,16033,1,1,0,3,0,2,0,17,2,2,0,2,9,5,2004,2005,3,0,12,13,1,378.0,4,3,2,6,4,5,3,1261.0,1,0.0,572.0,1833.0,1,5,1,3,1850,0,0,1.0,0.0,2,0,3,1,4,8,6,1,5,1,2004.0,3,3.0,772.0,4,4,2,519,112,0,0,0,1,3,2006,9,4,3683.0,3.0,631,2004.5,-12350.0,3683.0,22.971371546185992,0.6112393189047589,3.9356327574377845
1641,178000,70,6,60.0,9600,1,0,3,3,0,4,0,18,2,2,0,5,7,7,1925,1990,1,0,13,14,2,0.0,3,3,0,4,5,2,2,16.0,1,0.0,712.0,728.0,1,5,1,3,832,809,0,0.0,1.0,1,1,3,1,5,6,6,1,5,5,1925.0,1,2.0,546.0,3,4,2,0,0,234,0,0,1,8,2006,9,4,2369.0,2.0,234,1957.5,-7231.0,2369.0,24.677083333333332,0.625,2.4375
1767,239000,160,5,44.0,5306,1,1,0,3,0,4,0,23,2,2,4,5,7,7,1987,1987,1,0,6,6,2,0.0,4,4,2,5,5,2,3,495.0,3,215.0,354.0,1064.0,1,4,1,3,1064,703,0,1.0,0.0,2,0,2,1,4,5,6,1,4,1,1987.0,2,2.0,504.0,5,4,2,441,35,0,0,0,1,6,2006,9,4,2831.0,3.0,476,1987.0,-2475.0,2831.0,53.35469280060309,0.8292499057670562,8.970976253298153
1573,133000,50,6,51.0,6120,1,1,3,3,0,4,0,3,2,2,0,0,4,7,1935,1995,1,0,0,0,2,0.0,3,3,0,4,4,2,1,0.0,1,0.0,884.0,884.0,1,5,1,3,989,584,0,0.0,0.0,1,0,3,1,4,6,6,0,1,5,1935.0,1,1.0,240.0,4,4,2,0,0,54,0,120,1,7,2009,9,4,2457.0,1.0,174,1965.0,-3663.0,2457.0,40.14705882352941,0.8333333333333334,2.843137254901961
1136,123000,50,6,52.0,6240,1,1,3,3,0,4,0,3,2,2,0,0,4,7,1929,1950,1,0,8,8,2,0.0,3,3,2,4,4,2,1,80.0,1,0.0,624.0,704.0,1,5,1,3,624,512,0,0.0,1.0,1,0,2,1,3,6,6,0,1,5,1990.0,1,1.0,336.0,4,4,2,0,365,80,0,0,1,8,2008,9,4,1840.0,1.5,445,1939.5,-4400.0,1840.0,29.48717948717949,0.8333333333333334,7.131410256410256
1652,139000,50,6,60.0,10800,1,1,3,3,0,4,0,18,0,2,0,0,5,6,1915,1950,1,0,8,8,2,0.0,3,4,2,3,4,2,2,686.0,1,0.0,0.0,686.0,1,3,1,3,966,686,0,1.0,0.0,2,0,4,1,3,7,6,0,1,5,1961.0,1,1.0,416.0,4,4,2,0,0,196,0,0,1,6,2010,9,4,2338.0,3.0,196,1932.5,-8462.0,2338.0,21.648148148148145,0.5555555555555556,1.8148148148148149
1375,140000,20,5,75.0,11310,1,1,3,3,0,4,0,13,2,2,0,2,6,5,1954,1954,3,0,13,3,2,0.0,3,3,1,4,4,2,1,0.0,1,0.0,1367.0,1367.0,1,5,1,3,1375,0,0,0.0,0.0,1,0,2,1,3,5,6,1,4,1,1954.0,1,2.0,451.0,4,4,2,0,30,0,0,0,1,6,2006,9,4,2742.0,1.0,30,1954.0,-8568.0,2742.0,24.244031830238725,0.6631299734748011,0.2652519893899204
1608,137450,50,5,51.0,6171,1,1,3,3,0,4,0,19,2,2,0,0,6,6,1925,1990,1,0,14,15,2,0.0,3,3,0,4,4,2,1,264.0,1,0.0,712.0,976.0,1,5,1,3,1160,448,0,0.0,0.0,2,1,3,1,4,7,6,1,5,5,1925.0,1,1.0,216.0,3,4,2,147,16,0,0,0,4,10,2009,9,4,2584.0,2.5,163,1957.5,-3587.0,2584.0,41.8732782369146,0.8264462809917356,2.641387133365743
2048,170000,90,5,72.0,12760,1,1,0,3,0,4,0,12,2,2,2,2,6,5,1976,1976,1,0,9,9,2,0.0,3,3,1,4,4,2,1,0.0,1,0.0,1958.0,1958.0,1,3,1,3,2048,0,0,0.0,0.0,3,0,5,2,3,9,6,0,1,0,1976.0,1,2.0,776.0,4,4,2,0,0,0,0,0,1,3,2010,3,4,4006.0,3.0,0,1976.0,-8754.0,4006.0,31.39498432601881,0.5642633228840125,0.0
1912,163000,190,6,60.0,10800,1,2,3,3,0,4,0,18,2,2,1,0,6,7,1905,2000,1,0,13,14,2,0.0,3,3,0,3,4,2,1,0.0,1,0.0,482.0,482.0,1,5,0,3,1221,691,0,0.0,0.0,2,0,3,2,3,7,6,1,4,5,2003.0,1,2.0,672.0,5,4,2,0,25,212,0,0,1,4,2008,9,4,2394.0,2.0,237,1952.5,-8406.0,2394.0,22.166666666666668,0.5555555555555556,2.194444444444444
988,105000,180,6,21.0,1974,1,1,3,3,0,4,0,11,2,2,3,6,4,7,1973,2006,1,0,5,5,2,0.0,3,4,1,5,4,4,3,501.0,1,0.0,25.0,526.0,1,4,1,3,526,462,0,1.0,0.0,1,0,2,1,3,5,6,0,1,3,1973.0,2,1.0,297.0,4,4,2,120,101,0,0,0,1,6,2008,9,4,1514.0,2.0,221,1989.5,-460.0,1514.0,76.69706180344478,1.0638297872340425,11.195542046605876
1905,320000,20,5,84.0,11670,1,1,0,3,0,0,0,22,8,2,0,2,9,5,2006,2006,3,0,12,7,3,302.0,5,3,2,6,5,2,1,0.0,1,0.0,1905.0,1905.0,1,5,1,3,1905,0,0,0.0,0.0,2,0,3,1,5,8,6,1,5,1,2006.0,3,3.0,788.0,4,4,2,0,191,0,0,0,1,3,2007,9,4,3810.0,2.0,191,2006.0,-7860.0,3810.0,32.64781491002571,0.7197943444730077,1.636675235646958
1935,197900,60,5,80.0,12384,1,1,3,3,0,1,0,15,2,2,0,5,7,7,1976,1976,1,0,9,9,1,233.0,3,3,1,5,4,2,1,0.0,1,0.0,793.0,793.0,1,3,1,3,1142,793,0,0.0,0.0,2,1,3,1,3,7,6,1,4,1,1976.0,2,2.0,550.0,4,4,2,0,113,252,0,0,1,11,2007,9,4,2728.0,2.5,365,1976.0,-9656.0,2728.0,22.02842377260982,0.6459948320413437,2.9473514211886305
1790,180000,20,5,95.0,14250,1,1,3,3,0,4,0,13,2,2,0,2,6,5,1957,1957,1,0,9,9,1,360.0,3,3,1,4,4,2,1,0.0,1,0.0,998.0,998.0,1,3,1,3,1790,0,0,0.0,0.0,2,0,3,1,3,6,6,2,5,1,1957.0,3,2.0,540.0,4,4,2,0,40,0,0,0,1,9,2008,9,4,2788.0,2.0,40,1957.0,-11462.0,2788.0,19.564912280701755,0.6666666666666667,0.2807017543859649
1118,171000,80,5,76.0,9880,1,1,3,3,0,4,0,12,2,2,0,7,6,6,1977,1977,1,0,9,9,2,0.0,3,3,1,4,4,4,2,522.0,1,0.0,574.0,1096.0,1,3,1,3,1118,0,0,1.0,0.0,1,0,3,1,3,6,6,1,2,1,1977.0,3,1.0,358.0,4,4,2,203,0,0,0,0,5,7,2008,9,4,2214.0,2.0,203,1977.0,-7666.0,2214.0,22.408906882591094,0.7692307692307693,2.054655870445344
1092,55000,190,6,70.0,5600,1,1,3,3,0,4,0,10,2,2,1,5,4,5,1930,1950,3,0,12,15,2,0.0,2,2,3,1,1,1,0,0.0,0,0.0,0.0,0.0,1,2,0,3,372,720,0,0.0,0.0,2,0,3,2,2,7,4,0,1,6,0.0,0,0.0,0.0,1,1,0,0,0,0,0,0,1,7,2010,9,4,1092.0,2.0,0,1940.0,-4508.0,1092.0,19.5,1.25,0.0
1713,274900,20,5,76.0,9591,1,1,3,3,0,4,0,17,2,2,0,2,8,5,2004,2005,3,0,12,13,1,262.0,4,3,2,6,4,4,3,1088.0,1,0.0,625.0,1713.0,1,5,1,3,1713,0,0,1.0,0.0,2,0,3,1,5,7,6,1,5,1,2004.0,3,3.0,856.0,4,4,2,0,26,0,0,170,1,1,2009,9,4,3426.0,3.0,196,2004.5,-6165.0,3426.0,35.72098842664999,0.7924095506203732,2.0435825252841204
816,128500,20,5,59.0,6490,1,1,3,3,0,4,0,12,2,2,0,2,5,7,1983,1983,1,0,12,13,2,0.0,3,4,1,4,4,2,3,534.0,1,0.0,282.0,816.0,1,5,1,3,816,0,0,0.0,1.0,1,0,2,1,3,4,6,0,1,1,1983.0,1,1.0,264.0,4,4,2,315,0,0,0,0,3,4,2008,9,4,1632.0,1.5,315,1983.0,-4858.0,1632.0,25.14637904468413,0.9090909090909091,4.85362095531587
1518,260000,30,5,85.0,19550,1,1,3,3,0,4,0,7,2,2,0,2,5,7,1940,2007,0,4,10,10,2,0.0,3,3,2,4,4,5,2,1035.0,1,0.0,545.0,1580.0,1,5,1,3,1518,0,0,1.0,0.0,1,0,2,1,2,5,6,2,5,6,0.0,0,0.0,0.0,1,1,2,0,39,0,0,0,1,1,2008,9,4,3098.0,2.0,39,1973.5,-16452.0,3098.0,15.846547314578006,0.43478260869565216,0.19948849104859334
1851,187000,60,5,80.0,9760,1,1,3,3,0,4,1,13,2,2,0,5,6,8,1964,1993,3,0,13,14,1,340.0,3,3,1,4,4,5,1,536.0,3,117.0,169.0,822.0,1,4,1,3,1020,831,0,0.0,0.0,2,1,3,1,4,7,6,1,3,1,1964.0,2,2.0,440.0,4,4,2,239,42,0,0,0,2,7,2007,9,4,2673.0,2.5,281,1978.5,-7087.0,2673.0,27.38729508196721,0.819672131147541,2.8790983606557377
2531,290000,60,5,65.0,12257,1,1,0,3,0,4,0,16,2,2,0,5,8,5,1995,1995,1,0,12,13,1,513.0,4,3,2,5,4,4,2,56.0,2,64.0,1198.0,1318.0,1,5,1,3,1328,1203,0,0.0,0.0,2,1,4,1,4,9,6,1,4,1,1995.0,2,3.0,752.0,4,4,2,222,98,0,0,0,1,11,2007,9,4,3849.0,2.5,320,1995.0,-8408.0,3849.0,31.40246389818063,0.5303092110630659,2.6107530390797096
909,116000,20,5,65.0,8450,1,1,3,3,0,4,0,20,5,2,0,2,5,6,1968,1968,1,0,9,9,1,90.0,3,3,1,4,4,2,1,162.0,3,270.0,450.0,882.0,1,3,1,3,909,0,0,0.0,0.0,1,0,3,1,3,5,6,0,1,1,1968.0,1,1.0,294.0,4,4,2,0,155,0,0,0,4,11,2006,0,4,1791.0,1.0,155,1968.0,-6659.0,1791.0,21.19526627218935,0.7692307692307693,1.8343195266272188
1795,230000,20,5,75.0,9742,1,1,3,3,0,4,0,5,2,2,0,2,8,5,2002,2002,3,0,12,13,1,281.0,4,3,2,5,4,2,1,0.0,1,0.0,1777.0,1777.0,1,5,1,3,1795,0,0,0.0,0.0,2,0,3,1,4,7,6,1,5,1,2002.0,2,2.0,534.0,4,4,2,171,159,0,0,0,1,9,2008,9,4,3572.0,2.0,330,2002.0,-6170.0,3572.0,36.66598234448779,0.7698624512420448,3.387394785464997
1432,188500,60,5,71.0,7795,1,1,0,3,0,4,0,8,2,2,0,5,7,5,2004,2005,1,0,12,13,2,0.0,4,3,2,5,4,2,3,425.0,1,0.0,291.0,716.0,1,5,1,3,716,716,0,1.0,0.0,2,1,3,1,4,6,6,1,5,1,2004.0,3,2.0,432.0,4,4,2,100,51,0,0,0,1,7,2009,9,4,2148.0,3.5,151,2004.5,-5647.0,2148.0,27.55612572161642,0.9108402822322001,1.9371391917896088
1629,284000,20,5,85.0,10655,1,1,0,3,0,4,0,17,2,2,0,2,8,5,2003,2004,1,0,12,13,1,296.0,4,3,2,5,4,2,3,1124.0,0,479.0,1603.0,3206.0,1,5,1,3,1629,0,0,1.0,0.0,2,0,3,1,4,7,6,1,5,1,2003.0,2,3.0,880.0,4,4,2,0,0,0,0,0,1,10,2009,9,4,4835.0,3.0,0,2003.5,-5820.0,4835.0,45.377756921633036,0.7977475363679024,0.0
1148,123500,20,5,57.0,6420,1,1,0,3,0,4,0,7,2,2,0,2,5,7,1952,1952,1,0,13,14,2,0.0,3,3,2,6,5,3,2,210.0,2,551.0,219.0,980.0,1,2,1,0,1148,0,0,0.0,1.0,1,0,2,1,3,6,6,0,1,5,1952.0,1,1.0,308.0,4,4,2,0,0,0,0,0,1,9,2006,9,4,2128.0,1.5,0,1952.0,-4292.0,2128.0,33.14641744548287,0.8878504672897197,0.0
2792,256000,50,6,60.0,10440,1,0,3,3,0,0,0,18,2,2,0,0,6,7,1920,1950,1,0,3,14,2,0.0,4,4,0,5,4,2,2,493.0,1,0.0,1017.0,1510.0,2,5,1,3,1584,1208,0,0.0,0.0,2,0,5,1,3,8,4,2,4,5,1920.0,1,2.0,520.0,3,4,2,0,547,0,0,480,4,6,2008,9,4,4302.0,2.0,1027,1935.0,-6138.0,4302.0,41.206896551724135,0.5747126436781609,9.837164750957854
1167,173000,20,5,63.0,9248,1,1,0,3,0,4,0,8,2,2,0,2,6,6,1992,1992,1,0,6,6,1,106.0,3,3,2,5,4,2,3,560.0,1,0.0,598.0,1158.0,1,4,1,3,1167,0,0,1.0,0.0,2,0,3,1,4,6,6,0,1,1,1992.0,2,2.0,400.0,4,4,2,120,26,0,0,0,1,7,2009,9,4,2325.0,3.0,146,1992.0,-6923.0,2325.0,25.140570934256058,0.6812283737024222,1.578719723183391
1387,93000,190,6,50.0,6000,1,1,3,3,0,4,0,18,2,2,1,0,5,4,1954,1954,1,0,13,14,2,0.0,3,3,1,4,4,2,1,0.0,1,0.0,811.0,811.0,1,3,1,0,811,576,0,0.0,0.0,2,0,3,2,4,7,6,0,1,3,1954.0,1,1.0,256.0,4,4,2,0,0,0,0,0,1,11,2009,9,4,2198.0,2.0,0,1954.0,-3802.0,2198.0,36.63333333333333,0.8333333333333334,0.0
1604,195500,60,5,78.0,9978,1,1,0,3,0,4,0,8,2,2,0,5,6,6,1998,1998,1,0,12,13,1,20.0,3,3,2,4,4,2,3,602.0,1,0.0,324.0,926.0,1,5,1,3,926,678,0,0.0,0.0,2,1,3,1,4,7,6,1,5,1,1998.0,3,2.0,470.0,4,4,2,360,36,0,0,0,1,6,2010,9,4,2530.0,2.5,396,1998.0,-7448.0,2530.0,25.355782721988373,0.7817197835237523,3.96873120865905
1176,136500,20,5,74.0,8856,1,1,3,3,0,4,0,13,2,2,0,2,5,4,1957,1957,1,0,13,14,1,143.0,3,3,1,4,4,2,2,621.0,2,52.0,503.0,1176.0,1,3,1,3,1176,0,0,1.0,0.0,1,0,3,1,3,6,6,2,5,1,1957.0,2,1.0,292.0,4,4,2,0,88,0,0,95,1,5,2008,9,4,2352.0,2.0,183,1957.0,-6504.0,2352.0,26.558265582655828,0.8355916892502258,2.06639566395664
1484,213000,20,5,70.0,8400,1,1,3,3,0,4,0,5,2,2,0,2,7,5,2004,2005,1,0,12,13,1,109.0,4,3,2,5,4,4,3,712.0,1,0.0,761.0,1473.0,1,5,1,3,1484,0,0,1.0,0.0,2,0,3,1,4,7,6,0,1,1,2004.0,2,2.0,606.0,4,4,2,0,35,0,144,0,1,5,2010,9,4,2957.0,3.0,179,2004.5,-5443.0,2957.0,35.20238095238095,0.8333333333333334,2.130952380952381
1394,167500,80,5,73.0,9735,1,1,3,3,0,4,0,24,2,2,0,7,5,5,2006,2007,1,0,12,13,2,0.0,3,3,2,5,4,2,1,0.0,1,0.0,384.0,384.0,1,4,1,3,754,640,0,0.0,0.0,2,1,3,1,4,7,6,0,1,3,2007.0,3,2.0,400.0,4,4,2,100,0,0,0,0,1,5,2008,9,4,1778.0,2.5,100,2006.5,-7957.0,1778.0,18.263995891114533,0.7498715973292244,1.027221366204417
1728,137000,60,5,79.0,9462,1,1,3,3,0,4,0,13,2,2,0,5,5,6,1949,1973,1,0,13,14,2,0.0,3,3,1,4,4,2,1,0.0,1,0.0,704.0,704.0,1,4,1,0,1024,704,0,0.0,0.0,1,1,3,1,3,7,2,1,5,1,1949.0,1,1.0,234.0,4,4,2,245,60,0,0,0,4,7,2006,9,4,2432.0,1.5,305,1961.0,-7030.0,2432.0,25.702811244979916,0.8349186218558444,3.2234199957725638
1442,172500,80,5,73.0,9802,1,1,3,3,0,4,0,24,2,2,0,7,5,5,2006,2007,1,0,12,13,2,0.0,3,3,2,5,4,2,1,0.0,1,0.0,352.0,352.0,1,4,1,3,712,730,0,0.0,0.0,2,1,3,1,3,6,6,0,1,3,2007.0,3,2.0,400.0,4,4,2,100,0,0,0,0,1,4,2008,9,4,1794.0,2.5,100,2006.5,-8008.0,1794.0,18.30238726790451,0.7447459702101612,1.0201999591920017
